year;competition_name;Apollon's Wheels;Max Deadlift;Hummer Push;Timber Carry;Medicine Ball Toss;Hammer Lift;Dumbbell Press;Weight Throw;Super Yoke;Manhood Stones;Austrian Oak;Bale Tote;Cyr Dumbbell;Bag Over Bar;Stone to Shoulder;Húsafell Stone;Wheel of Pain;Trial by Stone;Max Squat;Max Log Lift;Steintossen;Webster Stones;Stones of Strength;Car Walk;Farmer's Walk;Atlas Stones;Truck Pull;Natural Stones;Frame Carry;Stone Over Bar;Log Lift;Deadlift;Arm Over Arm Pull;Keg Toss;Squat Lift;Viking Press;Power Stairs;Medley;Axle Press;Tank Pull;Sack Carry;Loading Race;Boat Pull;Car Flip;Crucifix Hold;Bar Bend;Tug of War;Tire Flip;Hercules Hold;Rock Press;Conan's Wheel;Wheelbarrow Carry;Block Carry;Max Axle Press;Shield Carry;Overhead Medley;Front Hold;Bus Pull;Flip & Drag;Nicol Stones;Deadlift Ladder;Carry & Drag;Log Ladder;Load & Push;Deadlift Hold;Fingal's Fingers;Carry Medley;Log Medley;Africa Stone;Sled Pull;Keg Carry;Hip Lift;Carry & Flip;Cross Carry;Pole Push;Safe Lift;Dumbbell Medley;Max Stone Press;Vertical Lift;Cyr Dumbbell Ladder;Inver Stones;Rogue-a-Coaster;The Duel;Sandbag Toss;Leg Press;Medley #1;Chest Press;Medley #2;Flag Hoist;McGlashen Stones;Plane Pull;Train Pull;Fridge Carry;Ding Carry;Circus Barbell;Kettlebell Toss;Overhead Press;Giant's Medley;Titan's Turntable;Flintstone Barbell;Max Dumbbell;Basque Circle;Car Pull;Giant Farmer's Walk;Wrestling;Block Press;Norse Hammers;Load & Drag;Bullion Toss;Last Man Standing;Elephant Carry;Load & Carry;Circle of Strength;Loading Medley;Pickaxe Hold;Stone Off;Train Push;Wrecking Ball Hold;Deadlift Machine;Chain Railway Carriage;Axle Death-Lift
2011;Giants Live Finland;;;;;;;;;;;;;;;;;;;;;;;;;;;41.06 s;;;;6 reps;1 rep;;;;;;;;;;5 in 48.26 s;;;;;;37.08 s;;;;;;;;;51.50 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Giants Live Finland;;;;;;;;;;;;;;;;;;;;;;;;;;;40.34 s;;;;4 reps;5 reps;;;;;;;;;;(Withdrew);;;;;;3 flips;;;;;;;;;58.12 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Giants Live Finland;;;;;;;;;;;;;;;;;;;;;;;;;;;38.35 s;;;;3 reps;1 rep;;;;;;;;;;5 in 81.63 s;;;;;;47.84 s;;;;;;;;;56.03 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Giants Live Finland;;;;;;;;;;;;;;;;;;;;;;;;;;;49.78 s;;;;1 rep;0 reps;;;;;;;;;;5 in 71.90 s;;;;;;42.18 s;;;;;;;;;49.09 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Giants Live Finland;;;;;;;;;;;;;;;;;;;;;;;;;;;49.27 s;;;;0 reps;4 reps;;;;;;;;;;4 implements;;;;;;47.05 s;;;;;;;;;40.16 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Giants Live Poland;;;;;;;;;10.31 s;;;;;;;;;;;;;;;;;6 in 26.72 s;;;;;9 reps;8 reps;15.25 s;;;;;;;;;;;;;;;;;;;;;;61.9 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Giants Live Poland;;;;;;;;;9.03 s;;;;;;;;;;;;;;;;;6 in 31.97 s;;;;;9 reps;5 reps;19.71 s;;;;;;;;;;;;;;;;;;;;;;64.45 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Giants Live Poland;;;;;;;;;11.00 s;;;;;;;;;;;;;;;;;6 in 49.97 s;;;;;5 reps;15 reps;16.75 s;;;;;;;;;;;;;;;;;;;;;;56.45 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Giants Live Poland;;;;;;;;;11.13 s;;;;;;;;;;;;;;;;;6 in 28.84 s;;;;;5 reps;6 reps;16.91 s;;;;;;;;;;;;;;;;;;;;;;58.5 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Giants Live Poland;;;;;;;;;10.87 s;;;;;;;;;;;;;;;;;6 in 46.09 s;;;;;5 reps;3 reps;15.41 s;;;;;;;;;;;;;;;;;;;;;;58.95 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Giants Live Poland;;;;;;;;;16.22 s;;;;;;;;;;;;;;;;;5 in 45.00 s;;;;;7 reps;6 reps;14.88 s;;;;;;;;;;;;;;;;;;;;;;56.7 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Giants Live Poland;;;;;;;;;18.03 s;;;;;;;;;;;;;;;;;2 stones;;;;;1 rep;6 reps;15.31 s;;;;;;;;;;;;;;;;;;;;;;30.15 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Giants Live Poland;;;;;;;;;13.72 s;;;;;;;;;;;;;;;;;5 in 87.12 s;;;;;0 reps;7 reps;18.00 s;;;;;;;;;;;;;;;;;;;;;;42 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Giants Live Poland;;;;;;;;;21.97 s;;;;;;;;;;;;;;;;;6 in 35.78 s;;;;;1 rep;0 reps;15.34 s;;;;;;;;;;;;;;;;;;;;;;25.5 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Giants Live Poland;;;;;;;;;31.68 s;;;;;;;;;;;;;;;;;5 in 50.00 s;;;;;3 reps;1 rep;21.93 s;;;;;;;;;;;;;;;;;;;;;;25 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Giants Live Ukraine;;;;;;;4 reps;;;;;;;;;;;;;;;;;;;;;;54.85 s;5 reps, 200 kg;;;;;7 reps;;;;;;;;;;;;;;;;6.80 m;;;;;;;;;;;;;;;;;;;57.49 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Giants Live Ukraine;;;;;;;4 reps;;;;;;;;;;;;;;;;;;;;;;28.19 s;6 reps, 200 kg;;;;;4 reps;;;;;;;;;;;;;;;;11.60 m;;;;;;;;;;;;;;;;;;;8.52 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Giants Live Ukraine;;;;;;;2 reps;;;;;;;;;;;;;;;;;;;;;;30.37 m;4 reps, 200 kg;;;;;5 reps;;;;;;;;;;;;;;;;11.70 m;;;;;;;;;;;;;;;;;;;7.14 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Giants Live Ukraine;;;;;;;5 reps;;;;;;;;;;;;;;;;;;;;;;1.12 m;2 reps, 170 kg;;;;;0 reps;;;;;;;;;;;;;;;;16.50 m;;;;;;;;;;;;;;;;;;;60.38 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Giants Live Ukraine;;;;;;;3 reps;;;;;;;;;;;;;;;;;;;;;;18.93 m;1 rep, 170 kg;;;;;0 reps;;;;;;;;;;;;;;;;6.30 m;;;;;;;;;;;;;;;;;;;9.93 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Giants Live Ukraine;;;;;;;5 reps;;;;;;;;;;;;;;;;;;;;;;5.29 m;2 reps, 170 kg;;;;;0 reps;;;;;;;;;;;;;;;;7.30 m;;;;;;;;;;;;;;;;;;;7.12 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Giants Live Ukraine;;;;;;;2 reps;;;;;;;;;;;;;;;;;;;;;;4.04 m;3 reps, 170 kg;;;;;1 rep;;;;;;;;;;;;;;;;2.90 m;;;;;;;;;;;;;;;;;;;9.78 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Giants Live Ukraine;;;;;;;5 reps;;;;;;;;;;;;;;;;;;;;;;15.29 m;0 reps, 170 kg;;;;;0 reps;;;;;;;;;;;;;;;;4.50 m;;;;;;;;;;;;;;;;;;;9.44 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Giants Live Ukraine;;;;;;;0 reps;;;;;;;;;;;;;;;;;;;;;;11.38 m;1 rep, 200 kg;;;;;0 reps;;;;;;;;;;;;;;;;3.10 m;;;;;;;;;;;;;;;;;;;66.84 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Giants Live Finland;;;;;;;;;11.49 s;;;;;;;;;;;;;;;;;;28.97 s;;;;;;8.05 m;;;7 reps;;;;;;;;;;;;;;;;8.66 s;;;;;44.00 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Giants Live Finland;;;;;;;;;15.31 s;;;;;;;;;;;;;;;;;;30.06 s;;;;;;9.45 m;;;6 reps;;;;;;;;;;;;;;;;8.34 s;;;;;38.29 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Giants Live Finland;;;;;;;;;18.65 s;;;;;;;;;;;;;;;;;;33.87 s;;;;;;8.4 m;;;2 reps;;;;;;;;;;;;;;;;10.01 s;;;;;42.20 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Giants Live Finland;;;;;;;;;24.91 s;;;;;;;;;;;;;;;;;;36.42 s;;;;;;7.35 m;;;3 reps;;;;;;;;;;;;;;;;9.93 s;;;;;50.01 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Giants Live Finland;;;;;;;;;17.33 s;;;;;;;;;;;;;;;;;;36.00 s;;;;;;6.9 m;;;2 reps;;;;;;;;;;;;;;;;9.62 s;;;;;42.82 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Giants Live Finland;;;;;;;;;24.53 s;;;;;;;;;;;;;;;;;;29.87 s;;;;;;8.25 m;;;5 reps;;;;;;;;;;;;;;;;10.69 s;;;;;37.16 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Giants Live Finland;;;;;;;;;43.98 s;;;;;;;;;;;;;;;;;;43.79 s;;;;;;8.55 m;;;2 reps;;;;;;;;;;;;;;;;9.97 s;;;;;55.19 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Giants Live Finland;;;;;;;;;17.56 s;;;;;;;;;;;;;;;;;;34.78 s;;;;;;0.22 m;;;6 reps;;;;;;;;;;;;;;;;10.38 s;;;;;28.20 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Giants Live Finland;;;;;;;;;16.94 s;;;;;;;;;;;;;;;;;;41.81 s;;;;;;6.85 m;;;0 reps;;;;;;;;;;;;;;;;10.66 s;;;;;46.87 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Giants Live Finland;;;;;;;;;25.97 s;;;;;;;;;;;;;;;;;;38.06 s;;;;;;7.4 m;;;4 reps;;;;;;;;;;;;;;;;10.90 s;;;;;42.09 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Giants Live FitX Melbourne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.35 s;;;8 reps;;;;18 reps;;;;;;5 in 65.00 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.13 s;1150 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Giants Live FitX Melbourne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69.00 s;;;11 reps;;;;10 reps;;;;;;4 in 76.50 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39.44 s;1150 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Giants Live FitX Melbourne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36.13 s;;;0 reps;;;;13 reps;;;;;;5 in 85.00 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.60 s;1050 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Giants Live FitX Melbourne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.22 m;;;8 reps;;;;17 reps;;;;;;4 in 49.10 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36.75 m;1050 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Giants Live FitX Melbourne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.18 m;;;7 reps;;;;13 reps;;;;;;4 in 38.80 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34.37 s;800 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Giants Live FitX Melbourne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28 m;;;3 reps;;;;8 reps;;;;;;4 in 55.60 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.55 m;900 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Giants Live FitX Melbourne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.84 m;;;5 reps;;;;8 reps;;;;;;4 in 82.40 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.5 m;900 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Giants Live FitX Melbourne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.3 m;;;2 reps;;;;1 rep;;;;;;(Withdrew);;;;;;;;;;;;;;;;;;;;;;;;;;;;;37.6 m;900 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Giants Live FitX Melbourne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.1 m;;;0 reps;;;;3 reps;;;;;;4 in 74.00 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37.5 m;800 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Giants Live FitX Melbourne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0 reps;;;;1 rep;;;;;;(Withdrew);;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.85 m;600 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Giants Live Poland;;420 kg;;;;;;;22.05 s;;;;;;;;;;;;;;;;;?;;;;;6 reps;;;;;;;;;;;;;;;;;;;;834 °;;;;;;;;;;;;;;;;;;;;;;29.36 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Giants Live Poland;;445 kg;;;;;;;20.93 s;;;;;;;;;;;;;;;;;?;;;;;3 reps;;;;;;;;;;;;;;;;;;;;1032 °;;;;;;;;;;;;;;;;;;;;;;54.38 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Giants Live Poland;;340 kg;;;;;;;27.09 s;;;;;;;;;;;;;;;;;?;;;;;5 reps;;;;;;;;;;;;;;;;;;;;1092 °;;;;;;;;;;;;;;;;;;;;;;30.31 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Giants Live Poland;;420 kg;;;;;;;22.92 s;;;;;;;;;;;;;;;;;?;;;;;5 reps;;;;;;;;;;;;;;;;;;;;372 °;;;;;;;;;;;;;;;;;;;;;;37.40 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Giants Live Poland;;420 kg;;;;;;;27.12 s;;;;;;;;;;;;;;;;;?;;;;;5 reps;;;;;;;;;;;;;;;;;;;;678 °;;;;;;;;;;;;;;;;;;;;;;57.48 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Giants Live Poland;;420 kg;;;;;;;28.28 s;;;;;;;;;;;;;;;;;?;;;;;2 reps;;;;;;;;;;;;;;;;;;;;918 °;;;;;;;;;;;;;;;;;;;;;;46.74 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Giants Live Poland;;400 kg;;;;;;;26.94 s;;;;;;;;;;;;;;;;;5 in 30.13 s;;;;;2 reps;;;;;;;;;;;;;;;;;;;;456 °;;;;;;;;;;;;;;;;;;;;;;1 flip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Giants Live Poland;;380 kg;;;;;;;3.5 m;;;;;;;;;;;;;;;;;5 in 29.12 s;;;;;0 reps;;;;;;;;;;;;;;;;;;;;642 °;;;;;;;;;;;;;;;;;;;;;;15 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Giants Live Poland;;(Withdrew);;;;;;;56.67 s;;;;;;;;;;;;;;;;;(Withdrew);;;;;1 rep;;;;;;;;;;;;;;;;;;;;(Withdrew);;;;;;;;;;;;;;;;;;;;;;12 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Giants Live Poland;;(Withdrew);;;;;;;24.8 m;;;;;;;;;;;;;;;;;(Withdrew);;;;;(Withdrew);;;;;;;;;;;;;;;;;;;;(Withdrew);;;;;;;;;;;;;;;;;;;;;;(Withdrew);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Giants Live FitX Melbourne;;;;;;;;;;;;;;;6 reps;;;;;;;;;;16.09 s;;;;;;;12 reps;;;;;;18.31 s;;;;3 in 23.67 s;;;;;;;;;;;;;;4 in 27.45 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Giants Live FitX Melbourne;;;;;;;;;;;;;;;7 reps;;;;;;;;;;19.91 s;;;;;;;13 reps;;;;;;19.75 s;;;;3 in 24.80 s;;;;;;;;;;;;;;4 in 50.68 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Giants Live FitX Melbourne;;;;;;;;;;;;;;;7 reps;;;;;;;;;;42.28 s;;;;;;;8 reps;;;;;;31.72 s;;;;3 in 26.71 s;;;;;;;;;;;;;;4 in 30.96 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Giants Live FitX Melbourne;;;;;;;;;;;;;;;7 reps;;;;;;;;;;49.06 s;;;;;;;7 reps;;;;;;18.32 s;;;;3 in 27.27 s;;;;;;;;;;;;;;4 in 45.49 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Giants Live FitX Melbourne;;;;;;;;;;;;;;;6 reps;;;;;;;;;;17.53 s;;;;;;;8 reps;;;;;;52.56 s;;;;3 in 27.49 s;;;;;;;;;;;;;;1 in 3.99 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Giants Live FitX Melbourne;;;;;;;;;;;;;;;4 reps;;;;;;;;;;21.22 s;;;;;;;5 reps;;;;;;30.50 s;;;;3 in 28.77 s;;;;;;;;;;;;;;4 in 39.64 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Giants Live FitX Melbourne;;;;;;;;;;;;;;;6 reps;;;;;;;;;;22.94 s;;;;;;;6 reps;;;;;;34.97 s;;;;3 in 31.27 s;;;;;;;;;;;;;;1 in 4.77 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Giants Live FitX Melbourne;;;;;;;;;;;;;;;6 reps;;;;;;;;;;42.00 s;;;;;;;4 reps;;;;;;14.9 m;;;;3 in 37.90 s;;;;;;;;;;;;;;4 in 42.14 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Giants Live FitX Melbourne;;;;;;;;;;;;;;;4 reps;;;;;;;;;;11.05 m;;;;;;;4 reps;;;;;;33.62 s;;;;3 in 45.96 s;;;;;;;;;;;;;;3 in 44.49 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Giants Live FitX Melbourne;;;;;;;;;;;;;;;2 reps;;;;;;;;;;18.5 m;;;;;;;0 reps;;;;;;29.62 s;;;;3 in 44.05 s;;;;;;;;;;;;;;1 in 4.67 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Giants Live FitX Melbourne;;;;;;;;;;;;;;;1 rep;;;;;;;;;;9.06 m;;;;;;;0 reps;;;;;;27.25 m;;;;(Withdrew);;;;;;;;;;;;;;1 in 11.74 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Giants Live FitX Melbourne;;;;;;;;;;;;;;;(Withdrew);;;;;;;;;;18.05 m;;;;;;;0 reps;;;;;;24.2 m;;;;(Withdrew);;;;;;;;;;;;;;1 in 6.69 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Giants Live Poland;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 25.43 s;;;;;;;;8 in 15.32 s;;;;26.63 s;;;;;;;;;;;;;786 °;;;;;4 in 44.00 s;;;;;;29.41 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Giants Live Poland;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 22.76 s;;;;;;;;8 in 14.88 s;;;;35.89 s;;;;;;;;;;;;;510 °;;;;;4 in 48.84 s;;;;;;40.19 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Giants Live Poland;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 23.95 s;;;;;;;;8 in 28.15 s;;;;36.34 s;;;;;;;;;;;;;882 °;;;;;3 in 32.09 s;;;;;;38.05 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Giants Live Poland;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 22.87 s;;;;;;;;8 in 16.38 s;;;;24.37 m;;;;;;;;;;;;;588 °;;;;;3 in 24.50 s;;;;;;37.17 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Giants Live Poland;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 43.79 s;;;;;;;;7 in 13.75 s;;;;24.10 s;;;;;;;;;;;;;924 °;;;;;3 in 32.93 s;;;;;;39.42 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Giants Live Poland;;;;;;;;;;;;;;;;;;;;;;;;;;2 in 16.79 s;;;;;;;;8 in 24.36 s;;;;42.83 s;;;;;;;;;;;;;576 °;;;;;3 in 34.30 s;;;;;;35.54 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Giants Live Poland;;;;;;;;;;;;;;;;;;;;;;;;;;5 in 43.19 s;;;;;;;;8 in 55.75 s;;;;20 m;;;;;;;;;;;;;108 °;;;;;3 in 53.60 s;;;;;;45.93 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Giants Live Poland;;;;;;;;;;;;;;;;;;;;;;;;;;2 in 19.52 s;;;;;;;;6 in 21.10 s;;;;20.5 m;;;;;;;;;;;;;744 °;;;;;2 in 39.61 s;;;;;;48.55 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Giants Live Poland;;;;;;;;;;;;;;;;;;;;;;;;;;0 in 75.00 s;;;;;;;;7 in 17.33 s;;;;6 m;;;;;;;;;;;;;738 °;;;;;3 in 66.15 s;;;;;;45.04 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Giants Live Poland;;;;;;;;;;;;;;;;;;;;;;;;;;1 in 45.60 s;;;;;;;;5 in 25.32 s;;;;22.35 m;;;;;;;;;;;;;372 °;;;;;3 in 54.00 s;;;;;;9 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;Giants Live FitX Melbourne;;420 kg;;;;;;;;;;;;;8 reps;;;;;;;;;17.07 s;24.53 s;;;;;;7 reps;;;;;;;;;;;5 in 57.92 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;Giants Live FitX Melbourne;;400 kg;;;;;;;;;;;;;6 reps;;;;;;;;;31.16 s;25.80 s;;;;;;6 reps;;;;;;;;;;;4 in 53.89 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
