year;competition_name;competitor;Apollon's Wheels;Max Deadlift;Hummer Push;Timber Carry;Medicine Ball Toss;Hammer Lift;Dumbbell Press;Weight Throw;Super Yoke;Manhood Stones;Austrian Oak;Bale Tote;Cyr Dumbbell;Bag Over Bar;Stone to Shoulder;Húsafell Stone;Wheel of Pain;Trial by Stone;Max Squat;Max Log Lift;Steintossen;Webster Stones;Stones of Strength;Car Walk;Farmer's Walk;Atlas Stones;Truck Pull;Natural Stones;Frame Carry;Stone Over Bar;Log Lift;Deadlift;Arm Over Arm Pull;Keg Toss;Squat Lift;Viking Press;Power Stairs;Medley;Axle Press;Tank Pull;Sack Carry;Loading Race;Tire Flip;Hercules Hold;Rock Press;Conan's Wheel;Crucifix Hold;Wheelbarrow Carry;Block Carry;Max Axle Press;Shield Carry;Overhead Medley;Front Hold;Bus Pull;Flip & Drag;Nicol Stones;Deadlift Ladder;Carry & Drag;Deadlift Hold;Fingal's Fingers;Carry Medley;Log Medley;Africa Stone;Sled Pull;Keg Carry;Hip Lift;Carry & Flip;Cross Carry;Pole Push;Safe Lift;Dumbbell Medley;Cyr Dumbbell Ladder;Inver Stones;Rogue-a-Coaster;The Duel;Leg Press;Medley #1;Chest Press;Medley #2;Flag Hoist;McGlashen Stones;Car Flip;Tug of War;Plane Pull;Vertical Lift;Train Pull;Fridge Carry;Ding Carry;Circus Barbell;Kettlebell Toss;Overhead Press;Giant's Medley;Log Ladder;Titan's Turntable;Flintstone Barbell;Max Dumbbell;Basque Circle;Car Pull;Giant Farmer's Walk;Wrestling;Block Press;Norse Hammers;Load & Drag;Bullion Toss;Last Man Standing;Elephant Carry;Load & Carry;Circle of Strength;Loading Medley;Pickaxe Hold;Stone Off;Train Push;Wrecking Ball Hold;Deadlift Machine;Chain Railway Carriage;Axle Death-Lift
2010;WSM Final - group;V. Lalas;;;;;;;4.5;;;;;;;;;;;;;;;;;;;;4.0;;;;;6.0;;;;;3.0;4.0;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final - group;K. Ilin;;;;;;;4.5;;;;;;;;;;;;;;;;;;;;2.0;;;;;4.0;;;;;2.0;2.0;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final - group;J. Kułaga;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;3.0;;;;;2.5;;;;;5.0;3.0;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final - group;D. Sadler;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;0.0;;;;;0.0;;;;;0.0;1.0;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final - group;Ž. Savickas;;;;;;;;;;;;;;;;;;;;;;;;;6.0;;;;;;;;;;5.5;;;;6.0;;;1.0;;;;;;;;;;;;;;;;;4.0;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final - group;N. Best;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;;;;;;;;3.0;;;;0.0;;;6.0;;;;;;;;;;;;;;;;;6.0;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final - group;L. Shahlaei;;;;;;;;;;;;;;;;;;;;;;;;;5.0;;;;;;;;;;5.5;;;;3.5;;;5.0;;;;;;;;;;;;;;;;;3.0;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final - group;L. Jean;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;1.0;;;;5.0;;;4.0;;;;;;;;;;;;;;;;;5.0;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final - group;W. Brant;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;3.0;;;;3.5;;;3.0;;;;;;;;;;;;;;;;;1.0;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final - group;A. Kazeļņiks;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;3.0;;;;2.0;;;2.0;;;;;;;;;;;;;;;;;2.0;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;WSM Final - group;J. Bergmann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.0;;;5.0;;;;2.0;;;;;;;;;;;;;;;;;6.0;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;;;;;;;;;;;;;
2010;WSM Final - group;M. Koklyaev;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;;;3.0;;;;5.0;;;;;;;;;;;;;;;;;5.0;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.0;;;;;;;;;;;;;;;
2010;WSM Final - group;D. Ostlund;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;6.0;;;;6.0;;;;;;;;;;;;;;;;;3.0;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;;;;;;;;;;;;;;;
2010;WSM Final - group;M. Westaby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.5;;;4.0;;;;3.0;;;;;;;;;;;;;;;;;1.0;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;
2010;WSM Final - group;C. Savoie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;1.5;;;;4.0;;;;;;;;;;;;;;;;;2.0;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;
2010;WSM Final - group;R. Frampton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.5;;;1.5;;;;1.0;;;;;;;;;;;;;;;;;4.0;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;
2011;WSM Final - group;B. Shaw;;;;;;;6.0;;;;;;;;;;;;;;;;;6.0;;6.0;5.0;;;;;4.0;;;;;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final - group;H. Björnsson;;;;;;;5.0;;;;;;;;;;;;;;;;;3.0;;5.0;6.0;;;;;2.5;;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final - group;M. Felix;;;;;;;3.0;;;;;;;;;;;;;;;;;4.0;;1.0;4.0;;;;;6.0;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final - group;J. Caron;;;;;;;2.0;;;;;;;;;;;;;;;;;2.0;;4.0;3.0;;;;;5.0;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final - group;R. Heinla;;;;;;;4.0;;;;;;;;;;;;;;;;;1.0;;2.0;1.0;;;;;2.5;;;;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final - group;N. Best;;;;;;;0.0;;;;;;;;;;;;;;;;;5.0;;3.0;2.0;;;;;1.0;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final - group;L. Shahlaei;;;;;;;6.0;;;;;;;;;;;;;;;;;;;4.0;4.0;;;;;;;5.0;6.0;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final - group;E. Katona;;;;;;;0.0;;;;;;;;;;;;;;;;;;;5.0;6.0;;;;;;;6.0;0.0;;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final - group;E. Aune;;;;;;;0.0;;;;;;;;;;;;;;;;;;;6.0;5.0;;;;;;;2.0;5.0;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final - group;S. Romanchuk;;;;;;;0.0;;;;;;;;;;;;;;;;;;;3.0;3.0;;;;;;;3.0;4.0;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final - group;P. Pîrjol;;;;;;;5.0;;;;;;;;;;;;;;;;;;;2.0;2.0;;;;;;;1.0;3.0;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final - group;T. Ortmayer;;;;;;;0.0;;;;;;;;;;;;;;;;;;;0.0;0.0;;;;;;;4.0;0.0;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;WSM Final - group;V. Lalas;;;;;;;;;;;;;;;;;;;;;;;;5.0;;5.0;;;;;;6.0;;6.0;;;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.0;;;;;;;;;;;;;;;
2011;WSM Final - group;T. Hollands;;;;;;;;;;;;;;;;;;;;;;;;6.0;;6.0;;;;;;4.5;;4.5;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;
2011;WSM Final - group;M. Wildauer;;;;;;;;;;;;;;;;;;;;;;;;4.0;;1.0;;;;;;4.5;;4.5;;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;
2011;WSM Final - group;M. Baron;;;;;;;;;;;;;;;;;;;;;;;;1.0;;4.0;;;;;;3.0;;2.5;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;;;;;;;;;;;;;
2011;WSM Final - group;J. Bergmann;;;;;;;;;;;;;;;;;;;;;;;;3.0;;3.0;;;;;;2.0;;2.5;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;;;;;;;;;;;;;;;
2011;WSM Final - group;J. Järvi;;;;;;;;;;;;;;;;;;;;;;;;2.0;;2.0;;;;;;0.0;;1.0;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;
2011;WSM Final - group;Ž. Savickas;;;;;;;;;;;;;;;;;;;;;;;;;;6.0;5.0;;;;;;;6.0;6.0;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.0;;;;;;;;;;;;;;;
2011;WSM Final - group;M. Jenkins;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;6.0;;;;;;;2.5;4.5;;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;;;;;;;;;;;;;
2011;WSM Final - group;L. Jean;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;4.0;;;;;;;2.5;4.5;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;;;;;;;;;;;;;;;
2011;WSM Final - group;J. Thigpen;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;3.0;;;;;;;5.0;2.0;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;
2011;WSM Final - group;A. Klyushev;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;4.0;3.0;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;
2011;WSM Final - group;R. Frampton;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;2.0;;;;;;;1.0;1.0;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;
2011;WSM Final - group;D. Poundstone;;;;;;;;;;;;;;;;;;;;;;;;6.0;;5.0;;;;;;;;5.0;;;;;;;;6.0;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.0;;;;;;;;;;;;;;;
2011;WSM Final - group;S. Pétursson;;;;;;;;;;;;;;;;;;;;;;;;4.0;;6.0;;;;;;;;4.0;;;;;;;;4.0;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;;;;;;;;;;;;;
2011;WSM Final - group;J. McIntosh;;;;;;;;;;;;;;;;;;;;;;;;1.0;;4.0;;;;;;;;3.0;;;;;;;;5.0;;;;;;;;;;;;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;
2011;WSM Final - group;K. Radzikowski;;;;;;;;;;;;;;;;;;;;;;;;3.0;;3.0;;;;;;;;6.0;;;;;;;;1.5;;;;;;;;;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;
2011;WSM Final - group;V. Blekaitis;;;;;;;;;;;;;;;;;;;;;;;;5.0;;2.0;;;;;;;;1.5;;;;;;;;3.0;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;;;;;;;;;;;;;;;
2011;WSM Final - group;D. Boyer;;;;;;;;;;;;;;;;;;;;;;;;2.0;;0.0;;;;;;;;1.5;;;;;;;;1.5;;;;;;;;;;;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;
2012;WSM Final - group;Ž. Savickas;;;;;;;5.0;;;;;;;;;;;;;;;;;;;6.0;6.0;;;;;4.5;;6.0;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final - group;J. Caron;;;;;;;4.0;;;;;;;;;;;;;;;;;;;5.0;4.0;;;;;6.0;;4.0;;;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final - group;D. Poundstone;;;;;;;6.0;;;;;;;;;;;;;;;;;;;4.0;3.0;;;;;4.5;;5.0;;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final - group;M. Baron;;;;;;;2.0;;;;;;;;;;;;;;;;;;;3.0;5.0;;;;;3.0;;1.0;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final - group;J. McIntosh;;;;;;;3.0;;;;;;;;;;;;;;;;;;;1.0;2.0;;;;;1.0;;3.0;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final - group;F. Scheun;;;;;;;1.0;;;;;;;;;;;;;;;;;;;2.0;1.0;;;;;2.0;;2.0;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final - group;H. Björnsson;;;;;;;;;4.0;;;;;;;;;;;;;;;;;6.0;6.0;;;;;;;;2.5;5.0;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final - group;M. Jenkins;;;;;;;;;6.0;;;;;;;;;;;;;;;;;2.0;5.0;;;;;;;;4.0;4.0;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final - group;N. Best;;;;;;;;;5.0;;;;;;;;;;;;;;;;;4.0;4.0;;;;;;;;5.0;0.0;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final - group;E. Hall;;;;;;;;;1.0;;;;;;;;;;;;;;;;;3.0;1.0;;;;;;;;6.0;6.0;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final - group;S. Kurek;;;;;;;;;2.0;;;;;;;;;;;;;;;;;5.0;2.0;;;;;;;;0.0;2.0;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final - group;�. Nagy;;;;;;;;;3.0;;;;;;;;;;;;;;;;;1.0;3.0;;;;;;;;2.5;3.0;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final - group;B. Shaw;;;;;;;5.0;;;;;;;;;;;;;;;;;;;1.0;;;;;;5.5;5.0;6.0;;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final - group;J. Årsjö;;;;;;;4.0;;;;;;;;;;;;;;;;;;;6.0;;;;;;3.0;3.0;5.0;;;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final - group;M. Wildauer;;;;;;;3.0;;;;;;;;;;;;;;;;;;;2.0;;;;;;5.5;6.0;4.0;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final - group;M. Koklyaev;;;;;;;6.0;;;;;;;;;;;;;;;;;;;3.0;;;;;;4.0;4.0;3.0;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final - group;L. Nämi;;;;;;;2.0;;;;;;;;;;;;;;;;;;;5.0;;;;;;1.0;2.0;2.0;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final - group;C. Gearing;;;;;;;0.0;;;;;;;;;;;;;;;;;;;4.0;;;;;;2.0;1.0;1.0;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final - group;V. Lalas;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;;;;;;;4.0;5.0;6.0;5.0;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final - group;E. Katona;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;5.0;6.0;2.0;6.0;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final - group;L. Jean;;;;;;;;;;;;;;;;;;;;;;;;;;6.0;;;;;;;2.0;2.0;5.0;4.0;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final - group;J. Pritchett;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;;;;;6.0;1.0;4.0;1.0;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final - group;G. Hicks;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;1.0;3.5;3.0;2.5;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final - group;O. Hansen;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;3.0;3.5;0.0;2.5;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final - group;T. Hollands;;;;;;;;;6.0;;;;;;;;;;;;;;;;;5.0;6.0;;;;;4.0;;;;3.0;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final - group;K. Radzikowski;;;;;;;;;5.0;;;;;;;;;;;;;;;;;2.0;4.0;;;;;5.5;;;;6.0;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final - group;M. Burke;;;;;;;;;4.0;;;;;;;;;;;;;;;;;6.0;3.0;;;;;3.0;;;;5.0;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final - group;A. Moonen;;;;;;;;;3.0;;;;;;;;;;;;;;;;;4.0;5.0;;;;;2.0;;;;4.0;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final - group;J. Fennelly;;;;;;;;;2.0;;;;;;;;;;;;;;;;;3.0;2.0;;;;;5.5;;;;2.0;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;WSM Final - group;E. le Roux;;;;;;;;;1.0;;;;;;;;;;;;;;;;;0.0;1.0;;;;;1.0;;;;0.0;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;WSM Final - group;H. Björnsson;;;;;;;;;;;;;;;;;;;;;;;;;;6.0;5.0;;;;;;;;3.5;5.0;;;;;;6.0;;;;;;;;;;;;;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;WSM Final - group;R. Oberst;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;4.0;;;;;;;;5.0;6.0;;;;;;5.0;;;;;;;;;;;;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;WSM Final - group;L. Nämi;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;6.0;;;;;;;;3.5;2.0;;;;;;3.5;;;;;;;;;;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;WSM Final - group;N. Best;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;2.0;;;;;;;;0.0;3.0;;;;;;3.5;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;WSM Final - group;L. Shahlaei;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;;;;;;;;6.0;4.0;;;;;;2.0;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;WSM Final - group;L. Wu;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;3.0;;;;;;;;0.0;0.0;;;;;;1.0;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;WSM Final - group;V. Lalas;;;;;;;;;6.0;;;;;;;;;;;;;;;;;6.0;3.0;;;;;;;5.0;;;;;5.5;;;;;;;;;;;;;;;;;;;;3.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;WSM Final - group;J. Årsjö;;;;;;;;;5.0;;;;;;;;;;;;;;;;;5.0;4.0;;;;;;;6.0;;;;;5.5;;;;;;;;;;;;;;;;;;;;3.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;WSM Final - group;J. Pritchett;;;;;;;;;3.0;;;;;;;;;;;;;;;;;4.0;2.0;;;;;;;3.5;;;;;1.5;;;;;;;;;;;;;;;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
