Year;Comp name;#;Competitor;Country;TOT. PTS;Pts;Pts.1;Pts.2;Pts.3;Pts.4;Pts.5;Pts.6;Pts.7;Pts.8;Pts.9;Pts.10
2011;WSM Final - group;2;T. Hollands;ENG;27.0;4.0;4.5;6.0;4.5;2.0;6.0;;;;;
2011;WSM Final - group;3;M. Wildauer;AUT;20.0;5.0;4.5;4.0;4.5;1.0;1.0;;;;;
2011;WSM Final - group;4;M. Baron;POL;17.5;3.0;2.5;1.0;3.0;4.0;4.0;;;;;
2011;WSM Final - group;5;J. Bergmann;USA;16.5;1.0;2.5;3.0;2.0;5.0;3.0;;;;;
2011;WSM Final - group;6;J. JÃ¤rvi;FIN;10.0;2.0;1.0;2.0;0.0;3.0;2.0;;;;;
2011;WSM Final - group;1;Å½. Savickas;LTU;34;5.0;6.0;6.0;5.0;6.0;6.0;;;;;
2011;WSM Final - group;2;M. Jenkins;USA;28;6.0;2.5;4.5;6.0;4.0;5.0;;;;;
2011;WSM Final - group;3;L. Jean;CAN;23;3.0;2.5;4.5;4.0;5.0;4.0;;;;;
2011;WSM Final - group;4;J. Thigpen;USA;20;4.0;5.0;2.0;3.0;3.0;3.0;;;;;
2011;WSM Final - group;5;A. Klyushev;RUS;13;2.0;4.0;3.0;1.0;2.0;1.0;;;;;
2011;WSM Final - group;6;R. Frampton;ENG;8;1.0;1.0;1.0;2.0;1.0;2.0;;;;;
2011;WSM Final - group;1;D. Poundstone;USA;30.0;6.0;5.0;6.0;2.0;6.0;5.0;;;;;
2011;WSM Final - group;2;S. PÃ©tursson;ISL;23.0;4.0;4.0;4.0;1.0;4.0;6.0;;;;;
2011;WSM Final - group;3;J. McIntosh;ENG;21.0;5.0;3.0;1.0;6.0;2.0;4.0;;;;;
2011;WSM Final - group;4;K. Radzikowski;POL;20.5;1.5;6.0;3.0;4.0;3.0;3.0;;;;;
2011;WSM Final - group;5;V. Blekaitis;LTU;19.5;3.0;1.5;5.0;3.0;5.0;2.0;;;;;
2011;WSM Final - group;6;D. Boyer;AUS;10.0;1.5;1.5;2.0;5.0;0.0;0.0;;;;;
2012;WSM Final - group;1;Å½. Savickas;LTU;31.5;4.0;6.0;5.0;4.5;6.0;6.0;;;;;
2012;WSM Final - group;2;J. Caron;CAN;29.0;6.0;4.0;4.0;6.0;4.0;5.0;;;;;
2012;WSM Final - group;3;D. Poundstone;USA;27.5;5.0;3.0;6.0;4.5;5.0;4.0;;;;;
2012;WSM Final - group;4;M. Baron;POL;15.0;1.0;5.0;2.0;3.0;1.0;3.0;;;;;
2012;WSM Final - group;5;J. McIntosh;ENG;13.0;3.0;2.0;3.0;1.0;3.0;1.0;;;;;
2012;WSM Final - group;6;F. Scheun;RSA;10.0;2.0;1.0;1.0;2.0;2.0;2.0;;;;;
2012;WSM Final - group;1;H. BjÃ¶rnsson;ISL;29.5;6.0;6.0;5.0;4.0;2.5;6.0;;;;;
2012;WSM Final - group;2;M. Jenkins;USA;26.0;5.0;5.0;4.0;6.0;4.0;2.0;;;;;
2012;WSM Final - group;3;N. Best;USA;21.0;3.0;4.0;0.0;5.0;5.0;4.0;;;;;
2012;WSM Final - group;4;E. Hall;ENG;19.0;2.0;1.0;6.0;1.0;6.0;3.0;;;;;
2012;WSM Final - group;5;S. Kurek;POL;15.0;4.0;2.0;2.0;2.0;0.0;5.0;;;;;
2012;WSM Final - group;6;Ã�. Nagy;HUN;13.5;1.0;3.0;3.0;3.0;2.5;1.0;;;;;
2012;WSM Final - group;1;B. Shaw;USA;27.5;5.0;5.0;5.0;5.5;6.0;1.0;;;;;
2012;WSM Final - group;2;J. Ã…rsjÃ¶;SWE;27.0;6.0;3.0;4.0;3.0;5.0;6.0;;;;;
2012;WSM Final - group;3;M. Wildauer;AUT;23.5;3.0;6.0;3.0;5.5;4.0;2.0;;;;;
2012;WSM Final - group;4;M. Koklyaev;RUS;21.0;1.0;4.0;6.0;4.0;3.0;3.0;;;;;
2012;WSM Final - group;5;L. NÃ¤mi;EST;16.0;4.0;2.0;2.0;1.0;2.0;5.0;;;;;
2012;WSM Final - group;6;C. Gearing;ENG;10.0;2.0;1.0;0.0;2.0;1.0;4.0;;;;;
2012;WSM Final - group;1;V. Lalas;LTU;29;4.0;4.0;5.0;6.0;5.0;5.0;;;;;
2012;WSM Final - group;2;E. Katona;SRB;23;3.0;5.0;6.0;2.0;6.0;1.0;;;;;
2012;WSM Final - group;3;L. Jean;CAN;20;1.0;2.0;4.0;5.0;2.0;6.0;;;;;
2012;WSM Final - group;4;J. Pritchett;USA;18;2.0;6.0;1.0;4.0;1.0;4.0;;;;;
2012;WSM Final - group;5;G. Hicks;ENG;18;6.0;1.0;2.5;3.0;3.5;2.0;;;;;
2012;WSM Final - group;6;O. Hansen;NOR;17;5.0;3.0;2.5;0.0;3.5;3.0;;;;;
2012;WSM Final - group;1;T. Hollands;ENG;30.0;6.0;6.0;3.0;6.0;4.0;5.0;;;;;
2012;WSM Final - group;2;K. Radzikowski;POL;27.5;5.0;4.0;6.0;5.0;5.5;2.0;;;;;
2012;WSM Final - group;3;M. Burke;USA;24.0;3.0;3.0;5.0;4.0;3.0;6.0;;;;;
2012;WSM Final - group;4;A. Moonen;NED;19.0;1.0;5.0;4.0;3.0;2.0;4.0;;;;;
2012;WSM Final - group;5;J. Fennelly;IRL;18.5;4.0;2.0;2.0;2.0;5.5;3.0;;;;;
2012;WSM Final - group;6;E. le Roux;AUS;5.0;2.0;1.0;0.0;1.0;1.0;0.0;;;;;
2013;WSM Final - group;1;H. BjÃ¶rnsson;ISL;31.5;6.0;5.0;3.5;6.0;5.0;6.0;;;;;
2013;WSM Final - group;2;R. Oberst;USA;29.0;5.0;6.0;5.0;5.0;4.0;4.0;;;;;
2013;WSM Final - group;3;L. NÃ¤mi;EST;24.0;3.5;2.0;3.5;4.0;6.0;5.0;;;;;
2013;WSM Final - group;4;N. Best;USA;14.5;3.5;3.0;0.0;3.0;2.0;3.0;;;;;
2013;WSM Final - group;5;L. Shahlaei;ENG;12.0;2.0;4.0;6.0;0.0;0.0;0.0;;;;;
2013;WSM Final - group;6;L. Wu;CHN;6.0;1.0;0.0;0.0;2.0;3.0;0.0;;;;;
2013;WSM Final - group;1;V. Lalas;LTU;29;6.0;3.5;5.5;3.0;5.0;6.0;;;;;
2013;WSM Final - group;2;J. Ã…rsjÃ¶;SWE;29;5.0;3.5;5.5;4.0;6.0;5.0;;;;;
2013;WSM Final - group;3;J. Pritchett;USA;20;3.0;6.0;1.5;2.0;3.5;4.0;;;;;
2013;WSM Final - group;4;G. van Staden;RSA;18;2.0;1.0;3.5;5.0;3.5;3.0;;;;;
2013;WSM Final - group;5;G. Hicks;ENG;16;4.0;5.0;3.5;1.0;1.5;1.0;;;;;
2013;WSM Final - group;6;S. Cummine;CAN;14;1.0;2.0;1.5;6.0;1.5;2.0;;;;;
2013;WSM Final - group;1;B. Shaw;USA;34.0;6.0;4.0;6.0;6.0;6.0;6.0;;;;;
2013;WSM Final - group;2;T. Hollands;ENG;28.0;5.0;5.5;4.5;5.0;3.0;5.0;;;;;
2013;WSM Final - group;3;M. Wildauer;AUT;23.5;3.0;5.5;2.0;4.0;5.0;4.0;;;;;
2013;WSM Final - group;4;D. Zageris;LAT;19.0;4.0;3.0;2.0;3.0;4.0;3.0;;;;;
2013;WSM Final - group;5;J. JÃ¤rvi;FIN;11.0;1.0;1.0;4.5;1.0;1.5;2.0;;;;;
2013;WSM Final - group;6;F. Scheun;RSA;10.5;2.0;2.0;2.0;2.0;1.5;1.0;;;;;
2013;WSM Final - group;1;Å½. Savickas;LTU;29.5;5.0;5.0;5.5;5.0;6.0;3.0;;;;;
2013;WSM Final - group;2;M. Burke;USA;27.5;6.0;3.0;3.5;6.0;5.0;4.0;;;;;
2013;WSM Final - group;3;K. Radzikowski;POL;22.5;2.0;4.0;5.5;4.0;2.0;5.0;;;;;
2013;WSM Final - group;4;M. Felix;ENG;22.0;4.0;6.0;1.0;2.0;3.0;6.0;;;;;
2013;WSM Final - group;5;B. Solvang;NOR;14.0;1.0;1.5;3.5;3.0;4.0;1.0;;;;;
2013;WSM Final - group;6;A. Moonen;NED;10.5;3.0;1.5;2.0;1.0;1.0;2.0;;;;;
2013;WSM Final - group;1;M. Koklyaev;RUS;25.5;2.0;5.0;4.5;6.0;3.0;5.0;;;;;
2013;WSM Final - group;2;M. Jenkins;USA;25.0;5.0;3.5;2.0;3.0;5.5;6.0;;;;;
2013;WSM Final - group;3;E. Hall;ENG;24.0;1.0;6.0;6.0;5.0;3.0;3.0;;;;;
2013;WSM Final - group;4;W. Brant;AUS;21.5;3.0;3.5;4.5;1.0;5.5;4.0;;;;;
2013;WSM Final - group;5;Ã�. Nagy;HUN;15.0;4.0;2.0;3.0;2.0;3.0;1.0;;;;;
2013;WSM Final - group;6;L. Renals;ENG;14.0;6.0;1.0;0.0;4.0;1.0;2.0;;;;;
2014;WSM Final - group;1;M. Burke;USA;29.0;6.0;5.0;5.0;5.0;6.0;2.0;;;;;
2014;WSM Final - group;2;T. Hollands;ENG;27.5;3.0;6.0;4.0;6.0;3.5;5.0;;;;;
2014;WSM Final - group;3;W. Brant;AUS;26.0;1.0;4.0;6.0;4.0;5.0;6.0;;;;;
2014;WSM Final - group;4;T. RodrÃ­guez;CUB;17.5;4.0;1.0;3.0;3.0;3.5;3.0;;;;;
2014;WSM Final - group;5;Ã˜. Rein;NOR;11.0;2.0;2.0;1.0;2.0;0.0;4.0;;;;;
2014;WSM Final - group;6;F. Scheun;RSA;10.0;5.0;3.0;2.0;0.0;0.0;0.0;;;;;
2014;WSM Final - group;1;H. BjÃ¶rnsson;ISL;33.5;6.0;6.0;5.0;6.0;4.5;6.0;;;;;
2014;WSM Final - group;2;J. Caron;CAN;26.0;5.0;1.0;6.0;4.0;6.0;4.0;;;;;
2014;WSM Final - group;3;D. Ostlund;USA;25.5;4.0;5.0;2.0;5.0;4.5;5.0;;;;;
2014;WSM Final - group;4;R. Kobylarz;POL;16.0;2.0;4.0;4.0;3.0;0.0;3.0;;;;;
2014;WSM Final - group;5;B. Kelsey;ENG;11.0;1.0;2.0;1.0;2.0;3.0;2.0;;;;;
2014;WSM Final - group;6;R. Oberst;USA;10.0;3.0;3.0;3.0;1.0;0.0;0.0;;;;;
2014;WSM Final - group;1;J. Pritchett;USA;25.5;1.0;4.0;5.0;6.0;3.5;6.0;;;;;
2014;WSM Final - group;2;E. Hall;ENG;24.5;4.0;6.0;6.0;2.0;5.5;1.0;;;;;
2014;WSM Final - group;3;M. Caruso;USA;20.5;3.0;1.0;3.0;5.0;5.5;3.0;;;;;
2014;WSM Final - group;4;G. SzymaÅ„ski;POL;20.0;6.0;5.0;1.0;4.0;2.0;2.0;;;;;
2014;WSM Final - group;5;D. Savatinov;BUL;18.5;2.0;2.0;4.0;3.0;3.5;4.0;;;;;
2014;WSM Final - group;6;L. NÃ¤mi;EST;17.0;5.0;3.0;2.0;1.0;1.0;5.0;;;;;
2014;WSM Final - group;1;Å½. Savickas;LTU;28.5;5.0;6.0;5.0;4.0;5.5;3.0;;;;;
2014;WSM Final - group;2;L. Shahlaei;ENG;25.5;1.0;5.0;6.0;6.0;3.5;4.0;;;;;
2014;WSM Final - group;3;M. Felix;ENG;23.5;3.0;4.0;4.0;3.0;3.5;6.0;;;;;
2014;WSM Final - group;4;N. Best;USA;22.0;6.0;3.0;1.0;5.0;2.0;5.0;;;;;
2014;WSM Final - group;5;B. Solvang;NOR;16.5;4.0;2.0;2.0;1.0;5.5;2.0;;;;;
2014;WSM Final - group;6;E. le Roux;AUS;9.0;2.0;1.0;3.0;2.0;0.0;1.0;;;;;
2014;WSM Final - group;1;B. Shaw;USA;27.0;6.0;6.0;5.0;6.0;4.0;0.0;;;;;
2014;WSM Final - group;2;M. Wildauer;AUT;26.0;3.0;5.0;6.0;5.0;1.0;6.0;;;;;
2014;WSM Final - group;3;G. Hicks;ENG;23.0;5.0;1.0;3.0;4.0;5.0;5.0;;;;;
2014;WSM Final - group;4;M. Shivlyakov;RUS;18.0;2.0;3.0;2.0;3.0;6.0;2.0;;;;;
2014;WSM Final - group;5;G. van Staden;RSA;16.5;4.0;4.0;1.0;1.0;2.5;4.0;;;;;
2014;WSM Final - group;6;S. Cummine;CAN;14.5;1.0;2.0;4.0;2.0;2.5;3.0;;;;;
2015;WSM Final - group;1;B. Shaw;USA;36.5;5.0;6.0;5.5;6.0;6.0;8.0;;;;;
2015;WSM Final - group;2;J. Caron;CAN;33.0;6.0;5.0;3.0;3.0;4.0;12.0;;;;;
2015;WSM Final - group;3;M. Forsmark;SWE;26.5;3.0;3.5;3.0;2.0;5.0;10.0;;;;;
2015;WSM Final - group;4;R. Oberst;USA;20.5;2.0;1.0;5.5;5.0;3.0;4.0;;;;;
2015;WSM Final - group;5;A. Bishop;GBR;16.0;1.0;2.0;1.0;4.0;2.0;6.0;;;;;
2015;WSM Final - group;6;M. Baron;POL;10.5;4.0;3.5;3.0;0.0;0.0;0.0;;;;;
2015;WSM Final - group;1;H. BjÃ¶rnsson;ISL;38;6.0;6.0;5.0;6.0;3.0;12.0;;;;;
2015;WSM Final - group;2;D. Savatinov;BUL;31;5.0;4.0;2.0;4.0;6.0;10.0;;;;;
2015;WSM Final - group;3;R. Kobylarz;POL;26;3.0;5.0;0.0;5.0;5.0;8.0;;;;;
2015;WSM Final - group;4;J. Thigpen;USA;19;4.0;0.0;6.0;3.0;0.0;6.0;;;;;
2015;WSM Final - group;5;Ã�. Nagy;HUN;17;1.0;2.0;4.0;2.0;4.0;4.0;;;;;
2015;WSM Final - group;6;G. Hicks;GBR;8;2.0;3.0;3.0;0.0;0.0;0.0;;;;;
2015;WSM Final - group;1;Å½. Savickas;LTU;40;6.0;6.0;6.0;6.0;6.0;10.0;;;;;
2015;WSM Final - group;2;M. Shivlyakov;RUS;28;2.0;5.0;5.0;5.0;5.0;6.0;;;;;
2015;WSM Final - group;3;N. Best;USA;24;4.0;0.0;0.0;4.0;4.0;12.0;;;;;
2015;WSM Final - group;4;D. NystrÃ¶m;SWE;19;3.0;2.0;0.0;3.0;3.0;8.0;;;;;
2015;WSM Final - group;5;B. MagnÃºsson;ISL;9;1.0;4.0;4.0;0.0;0.0;0.0;;;;;
2015;WSM Final - group;6;L. Shahlaei;GBR;8;5.0;3.0;0.0;0.0;0.0;0.0;;;;;
2015;WSM Final - group;1;M. Felix;GBR;31.0;5.0;6.0;5.0;1.0;6.0;8.0;;;;;
2015;WSM Final - group;2;J. Pritchett;USA;27.5;2.0;3.5;3.0;3.0;4.0;12.0;;;;;
2015;WSM Final - group;3;D. Zageris;LAT;25.5;6.0;3.5;3.0;6.0;5.0;2.0;;;;;
2015;WSM Final - group;4;K. Radzikowski;POL;25.0;3.0;5.0;6.0;4.0;3.0;4.0;;;;;
2015;WSM Final - group;5;A. Lysenko;RUS;21.0;4.0;0.0;3.0;2.0;2.0;10.0;;;;;
2015;WSM Final - group;6;G. van Staden;RSA;15.0;1.0;2.0;0.0;5.0;1.0;6.0;;;;;
2015;WSM Final - group;1;M. Burke;USA;37.0;6.0;3.0;4.0;6.0;6.0;12.0;;;;;
2015;WSM Final - group;2;E. Hall;GBR;34.0;4.0;6.0;6.0;3.0;5.0;10.0;;;;;
2015;WSM Final - group;3;M. BelÅ¡ak;SLO;27.5;5.0;5.0;2.5;5.0;2.0;8.0;;;;;
2015;WSM Final - group;4;G. SzymaÅ„ski;POL;26.0;3.0;4.0;5.0;4.0;4.0;6.0;;;;;
2015;WSM Final - group;5;M. Caruso;USA;12.5;2.0;2.0;2.5;1.0;1.0;4.0;;;;;
2015;WSM Final - group;6;O. Hansen;NOR;9.0;1.0;1.0;0.0;2.0;3.0;2.0;;;;;
2016;WSM Final - group;1;M. Licis;USA;38;6.0;4.0;5.0;6.0;5.0;12.0;;;;;
2016;WSM Final - group;2;M. BelÅ¡ak;SLO;30;5.0;2.0;4.0;5.0;6.0;8.0;;;;;
2016;WSM Final - group;3;M. Felix;GBR;22;1.0;6.0;2.0;0.0;3.0;10.0;;;;;
2016;WSM Final - group;4;L. Stoltman;GBR;22;3.0;3.0;3.0;3.0;4.0;6.0;;;;;
2016;WSM Final - group;5;J. Ã…rsjÃ¶;SWE;15;4.0;1.0;6.0;4.0;0.0;0.0;;;;;
2016;WSM Final - group;6;R. Oberst;USA;7;2.0;5.0;0.0;0.0;0.0;0.0;;;;;
2016;WSM Final - group;1;E. Hall;GBR;36.5;3.0;6.0;3.5;6.0;6.0;12.0;;;;;
2016;WSM Final - group;2;G. SzymaÅ„ski;POL;31.5;6.0;5.0;5.5;3.0;4.0;8.0;;;;;
2016;WSM Final - group;3;A. Bishop;GBR;30.0;5.0;2.0;5.5;4.5;3.0;10.0;;;;;
2016;WSM Final - group;4;N. Best;USA;24.0;4.0;4.0;3.5;4.5;2.0;6.0;;;;;
2016;WSM Final - group;5;J. Granli;NOR;13.5;1.0;3.0;1.5;1.0;5.0;2.0;;;;;
2016;WSM Final - group;6;J. Lane;USA;10.5;2.0;1.0;1.5;2.0;0.0;4.0;;;;;
2016;WSM Final - group;1;H. BjÃ¶rnsson;ISL;40.0;6.0;6.0;6.0;4.0;6.0;12.0;;;;;
2016;WSM Final - group;2;K. Janashia;GEO;29.0;2.0;4.0;4.0;6.0;5.0;8.0;;;;;
2016;WSM Final - group;3;T. Hollands;GBR;27.0;3.0;3.0;4.0;5.0;2.0;10.0;;;;;
2016;WSM Final - group;4;J. Hansson;SWE;20.0;4.0;5.0;4.0;1.0;0.0;6.0;;;;;
2016;WSM Final - group;5;D. DeVaughan;USA;17.5;5.0;2.0;1.0;2.0;3.5;4.0;;;;;
2016;WSM Final - group;6;C. Woulfe;NZL;12.5;1.0;1.0;2.0;3.0;3.5;2.0;;;;;
2016;WSM Final - group;1;J. Caron;CAN;36.5;6.0;6.0;5.0;5.5;4.0;10.0;;;;;
2016;WSM Final - group;2;L. Shahlaei;GBR;31.5;2.0;5.0;6.0;5.5;1.0;12.0;;;;;
2016;WSM Final - group;3;A. Gunnarsson;ISL;24.0;5.0;1.0;3.0;4.0;5.0;6.0;;;;;
2016;WSM Final - group;4;B. Benzel;USA;20.0;4.0;2.0;4.0;0.0;2.0;8.0;;;;;
2016;WSM Final - group;5;M. Leicht;DEN;20.0;3.0;3.0;2.0;2.0;6.0;4.0;;;;;
2016;WSM Final - group;6;S. Carradine;USA;14.0;1.0;4.0;1.0;3.0;3.0;2.0;;;;;
2016;WSM Final - group;1;B. Shaw;USA;39.5;4.0;6.0;6.0;6.0;5.5;12.0;;;;;
2016;WSM Final - group;2;M. Kieliszkowski;POL;33.5;6.0;5.0;4.0;3.0;5.5;10.0;;;;;
2016;WSM Final - group;3;J. Els;RSA;24.5;5.0;3.0;4.0;2.0;2.5;8.0;;;;;
2016;WSM Final - group;4;G. van Staden;RSA;23.5;3.0;4.0;4.0;4.5;4.0;4.0;;;;;
2016;WSM Final - group;5;C. Gough;GBR;18.0;2.0;2.0;1.0;4.5;2.5;6.0;;;;;
2016;WSM Final - group;6;E. le Roux;AUS;4.0;1.0;1.0;2.0;0.0;0.0;0.0;;;;;
2017;WSM Final - group;1;B. Shaw;USA;27.0;5.0;4.5;6.0;5.5;6.0;0.0;;;;;
2017;WSM Final - group;2;J. Caron;CAN;24.0;6.0;4.5;3.0;5.5;5.0;0.0;;;;;
2017;WSM Final - group;3;M. BelÅ¡ak;SLO;21.0;3.0;6.0;5.0;4.0;3.0;0.0;;;;;
2017;WSM Final - group;4;C. Woulfe;NZL;16.5;4.0;1.5;4.0;3.0;4.0;0.0;;;;;
2017;WSM Final - group;5;T. Stoltman;GBR;6.0;1.0;3.0;2.0;0.0;0.0;0.0;;;;;
2017;WSM Final - group;6;M. Felix;GBR;3.5;2.0;1.5;0.0;0.0;0.0;0.0;;;;;
2017;WSM Final - group;1;H. BjÃ¶rnsson;ISL;26;6.0;4.0;6.0;6.0;4.0;0.0;;;;;
2017;WSM Final - group;2;M. Licis;USA;21;5.0;6.0;3.0;5.0;2.0;0.0;;;;;
2017;WSM Final - group;3;L. Stoltman;GBR;20;4.0;3.0;5.0;3.0;5.0;0.0;;;;;
2017;WSM Final - group;4;J. Paquet;CAN;13;1.0;5.0;4.0;0.0;3.0;0.0;;;;;
2017;WSM Final - group;5;S. PÃ©tursson;ISL;14;3.0;0.0;1.0;4.0;6.0;0.0;;;;;
2017;WSM Final - group;6;D. Savatinov;BUL;4;2.0;0.0;2.0;0.0;0.0;0.0;;;;;
2017;WSM Final - group;1;K. Janashia;GEO;24.5;5.0;2.0;6.0;5.5;6.0;0.0;;;;;
2017;WSM Final - group;2;L. Shahlaei;GBR;19.0;2.0;3.5;5.0;3.5;5.0;0.0;;;;;
2017;WSM Final - group;3;M. Shivlyakov;RUS;18.0;4.0;3.5;3.0;5.5;2.0;0.0;;;;;
2017;WSM Final - group;4;J. Els;RSA;15.0;6.0;1.0;4.0;1.0;3.0;0.0;;;;;
2017;WSM Final - group;5;R. Kearney;USA;15.0;1.0;5.5;1.0;3.5;4.0;0.0;;;;;
2017;WSM Final - group;6;M. Leicht;DEN;13.5;3.0;5.5;2.0;2.0;1.0;0.0;;;;;
2017;WSM Final - group;1;E. Hall;GBR;24.5;3.0;5.5;6.0;6.0;4.0;0.0;;;;;
2017;WSM Final - group;2;M. Kieliszkowski;POL;22.5;1.0;5.5;5.0;5.0;6.0;0.0;;;;;
2017;WSM Final - group;3;A. Gunnarsson;ISL;22.5;6.0;4.0;4.0;3.5;5.0;0.0;;;;;
2017;WSM Final - group;4;L. NÃ¤mi;EST;10.5;2.0;3.0;2.0;3.5;0.0;0.0;;;;;
2017;WSM Final - group;5;D. DeVaughan;USA;13.5;4.0;1.5;3.0;2.0;3.0;0.0;;;;;
2017;WSM Final - group;6;G. van Staden;RSA;7.5;5.0;1.5;1.0;0.0;0.0;0.0;;;;;
2017;WSM Final - group;1;N. Best;USA;22.0;4.0;5.5;2.0;4.5;6.0;0.0;;;;;
2017;WSM Final - group;2;Å½. Savickas;LTU;22.0;5.0;3.0;4.0;6.0;4.0;0.0;;;;;
2017;WSM Final - group;3;P. Maheripourehir;IRI;18.5;3.0;3.0;3.0;4.5;5.0;0.0;;;;;
2017;WSM Final - group;4;T. Hollands;GBR;17.0;6.0;3.0;5.0;0.0;3.0;0.0;;;;;
2017;WSM Final - group;5;B. Benzel;USA;13.5;2.0;5.5;6.0;0.0;0.0;0.0;;;;;
2017;WSM Final - group;6;O. Fadesire;NGR;5.0;1.0;1.0;1.0;0.0;2.0;0.0;;;;;
2018;WSM Final - group;1;H. BjÃ¶rnsson;ISL;22.5;6.0;6.0;6.0;1.0;3.5;0.0;;;;;
2018;WSM Final - group;2;M. BelÅ¡ak;SLO;19.0;3.0;4.0;3.0;3.0;6.0;0.0;;;;;
2018;WSM Final - group;3;M. Lalas;LTU;19.5;1.0;5.0;5.0;5.0;3.5;0.0;;;;;
2018;WSM Final - group;4;L. Shahlaei;GBR;19.0;4.0;2.0;4.0;4.0;5.0;0.0;;;;;
2018;WSM Final - group;5;P. Maheripourehir;IRI;15.0;5.0;1.0;2.0;6.0;1.0;0.0;;;;;
2018;WSM Final - group;6;R. Kearney;USA;10.0;2.0;3.0;1.0;2.0;2.0;0.0;;;;;
2018;WSM Final - group;1;B. Shaw;USA;25.5;5.0;6.0;5.5;5.0;4.0;0.0;;;;;
2018;WSM Final - group;2;J. Els;RSA;19.5;6.0;4.0;3.5;3.0;3.0;0.0;;;;;
2018;WSM Final - group;3;A. Bishop;GBR;20.5;4.0;5.0;5.5;1.0;5.0;0.0;;;;;
2018;WSM Final - group;4;A. Derks;USA;17.5;2.0;2.0;3.5;4.0;6.0;0.0;;;;;
2018;WSM Final - group;5;J. Hansson;SWE;14.5;3.0;3.0;1.5;6.0;1.0;0.0;;;;;
2018;WSM Final - group;6;P. Smith;GBR;6.5;1.0;0.0;1.5;2.0;2.0;0.0;;;;;
2018;WSM Final - group;1;Å½. Savickas;LTU;22;4.0;1.0;5.0;6.0;6.0;0.0;;;;;
2018;WSM Final - group;2;R. Oberst;USA;21;5.0;5.0;2.0;5.0;4.0;0.0;;;;;
2018;WSM Final - group;3;L. Stoltman;GBR;19;3.0;6.0;3.0;3.0;4.0;0.0;;;;;
2018;WSM Final - group;4;B. Benzel;USA;17;6.0;2.0;4.0;4.0;1.0;0.0;;;;;
2018;WSM Final - group;5;G. Hicks;GBR;17;2.0;4.0;6.0;1.0;4.0;0.0;;;;;
2018;WSM Final - group;6;D. Kohlruss;GER;9;1.0;3.0;1.0;2.0;2.0;0.0;;;;;
2018;WSM Final - group;1;M. Licis;USA;25.5;6.0;6.0;5.5;3.0;5.0;0.0;;;;;
2018;WSM Final - group;2;J. Caron;CAN;19.5;5.0;1.0;5.5;4.0;4.0;0.0;;;;;
2018;WSM Final - group;3;M. Felix;GBR;21.0;4.0;5.0;4.0;6.0;2.0;0.0;;;;;
2018;WSM Final - group;4;M. Forsmark;SWE;12.5;2.0;2.0;2.5;5.0;1.0;0.0;;;;;
2018;WSM Final - group;5;K. Radzikowski;POL;17.5;3.0;4.0;2.5;2.0;6.0;0.0;;;;;
2018;WSM Final - group;6;R. Keene;AUS;8.0;0.0;3.0;1.0;1.0;3.0;0.0;;;;;
2018;WSM Final - group;1;M. Kieliszkowski;POL;26.0;6.0;5.0;3.0;6.0;6.0;0.0;;;;;
2018;WSM Final - group;2;K. Janashia;GEO;19.5;5.0;3.0;4.5;4.0;3.0;0.0;;;;;
2018;WSM Final - group;3;M. Shivlyakov;RUS;22.0;4.0;6.0;6.0;1.0;5.0;0.0;;;;;
2018;WSM Final - group;4;A. Å maukstelis;LAT;16.0;3.0;4.0;2.0;3.0;4.0;0.0;;;;;
2018;WSM Final - group;5;T. Hollands;GBR;11.0;2.0;2.0;1.0;5.0;1.0;0.0;;;;;
2018;WSM Final - group;6;N. Best;USA;10.5;1.0;1.0;4.5;2.0;2.0;0.0;;;;;
2019;WSM Final - group;1;H. BjÃ¶rnsson;ISL;16;5.0;2.0;5.0;4.0;0.0;;;;;;
2019;WSM Final - group;2;L. Stoltman;GBR;13;4.0;3.0;3.0;3.0;0.0;;;;;;
2019;WSM Final - group;3;R. Kearney;USA;15;1.0;5.0;4.0;5.0;0.0;;;;;;
2019;WSM Final - group;4;R. Gordzielik;GER;11;3.0;4.0;2.0;2.0;0.0;;;;;;
2019;WSM Final - group;5;Z. Muluzi;GBR;4;2.0;1.0;0.0;1.0;0.0;;;;;;
2019;WSM Final - group;1;K. Janashia;GEO;17;5.0;4.0;4.0;4.0;0.0;;;;;;
2019;WSM Final - group;2;A. Bishop;GBR;14;2.0;5.0;5.0;2.0;0.0;;;;;;
2019;WSM Final - group;3;R. Oberst;USA;14;4.0;3.0;2.0;5.0;0.0;;;;;;
2019;WSM Final - group;4;A. StÃ¥hlberg;SWE;11;3.0;2.0;3.0;3.0;0.0;;;;;;
2019;WSM Final - group;5;S. Fossdal;ISL;1;1.0;0.0;0.0;0.0;0.0;;;;;;
2019;WSM Final - group;1;M. Licis;USA;19.0;4.0;5.0;5.0;5.0;0.0;;;;;;
2019;WSM Final - group;2;T. Stoltman;GBR;11.5;2.0;4.0;3.5;2.0;0.0;;;;;;
2019;WSM Final - group;3;A. Å maukstelis;LAT;12.0;3.0;3.0;2.0;4.0;0.0;;;;;;
2019;WSM Final - group;4;M. Shivlyakov;RUS;9.5;1.0;2.0;3.5;3.0;0.0;;;;;;
2019;WSM Final - group;5;E. Williams;AUS;8.0;5.0;1.0;1.0;1.0;0.0;;;;;;
2019;WSM Final - group;1;M. Kieliszkowski;POL;18.5;5.0;5.0;3.5;5.0;0.0;;;;;;
